Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,RTX,PFE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM
20160304,25.752500534057617,58.290000915527344,121.06999969482422,72.83999633789062,26.799999237060547,87.93000030517578,98.4800033569336,71.57623291015625,156.83999633789062,125.55999755859375,131.73995971679688,30.6299991607666,106.5,60.04999923706055,44.11000061035156,117.18000030517578,160.07000732421875,49.69465637207031,52.029998779296875,61.2599983215332,61.044681549072266,28.187856674194336,83.48999786376953,110.4000015258789,121.80000305175781,73.9000015258789,51.810001373291016,79.44999694824219,66.77999877929688,82.29000091552734
20160307,25.467500686645508,59.0,122.9000015258789,74.7699966430664,27.139999389648438,90.66999816894531,99.38999938964844,70.8218994140625,155.35000610351562,126.16999816894531,133.9866180419922,30.940000534057617,106.73999786376953,59.939998626708984,44.0099983215332,117.1500015258789,160.57000732421875,50.229007720947266,51.029998779296875,59.25,60.99433517456055,28.263757705688477,83.0999984741211,110.41000366210938,121.76000213623047,71.94000244140625,52.209999084472656,79.1500015258789,67.88999938964844,84.45999908447266
20160308,25.25749969482422,59.43000030517578,122.3499984741211,71.7300033569336,27.049999237060547,88.73999786376953,97.81999969482422,69.49826049804688,151.60000610351562,126.72000122070312,132.95411682128906,30.559999465942383,106.22000122070312,58.779998779296875,44.31999969482422,118.41999816894531,160.1999969482422,50.04771041870117,51.650001525878906,59.810001373291016,60.98175048828125,27.85578727722168,83.05999755859375,110.8499984741211,121.66000366210938,70.62000274658203,52.459999084472656,80.38999938964844,68.04000091552734,82.62999725341797
20160309,25.280000686645508,59.04999923706055,122.86000061035156,71.87000274658203,27.610000610351562,92.81999969482422,97.66000366210938,69.82561492919922,149.91000366210938,126.02999877929688,134.2351837158203,30.8700008392334,106.83999633789062,59.119998931884766,44.810001373291016,119.63999938964844,160.08999633789062,49.961830139160156,52.84000015258789,58.33000183105469,60.79295349121094,28.216318130493164,82.95999908447266,111.33000183105469,121.0999984741211,70.68000030517578,52.34000015258789,81.5999984741211,67.52999877929688,82.4000015258789
20160310,25.292499542236328,58.75,122.94000244140625,71.36000061035156,27.3799991607666,93.94000244140625,97.04000091552734,69.92523956298828,151.02000427246094,125.88999938964844,134.0248565673828,31.25,107.13999938964844,58.61000061035156,45.22999954223633,119.9800033569336,159.88999938964844,50.610687255859375,52.04999923706055,58.880001068115234,60.52863311767578,28.074003219604492,82.27999877929688,111.52999877929688,122.08999633789062,70.22000122070312,52.31999969482422,80.66000366210938,67.41000366210938,82.18000030517578
20160311,25.565000534057617,59.459999084472656,124.62999725341797,72.80000305175781,27.860000610351562,94.58000183105469,97.94000244140625,72.04591369628906,153.94000244140625,128.4600067138672,136.09942626953125,31.760000228881836,107.70999908447266,59.34000015258789,45.20000076293945,121.55000305175781,161.8800048828125,50.76335906982422,53.06999969482422,60.08000183105469,60.887351989746094,28.937381744384766,81.75,113.63999938964844,125.0999984741211,71.62999725341797,52.529998779296875,81.41000366210938,67.16999816894531,82.19000244140625
20160314,25.6299991607666,59.56999969482422,126.33999633789062,72.7300033569336,27.700000762939453,94.26000213623047,98.80999755859375,71.56200408935547,153.49000549316406,128.83999633789062,136.50096130371094,31.43000030517578,107.66000366210938,59.119998931884766,45.290000915527344,122.9000015258789,161.80999755859375,50.64885330200195,53.16999816894531,60.810001373291016,60.93769836425781,28.55787467956543,81.16999816894531,112.81999969482422,125.22000122070312,71.48999786376953,52.540000915527344,81.5199966430664,67.36000061035156,82.41000366210938
20160315,26.145000457763672,59.22999954223633,126.36000061035156,72.44000244140625,27.65999984741211,94.2699966430664,98.23999786376953,71.43390655517578,152.02999877929688,129.7100067138672,136.67303466796875,31.649999618530273,107.76000213623047,59.20000076293945,45.2400016784668,123.43000030517578,162.41000366210938,50.01908493041992,53.59000015258789,61.400001525878906,60.59785842895508,28.026565551757812,81.30999755859375,113.91999816894531,124.8499984741211,71.91000366210938,52.66999816894531,81.31999969482422,68.08999633789062,82.81999969482422
20160316,26.49250030517578,59.70000076293945,127.56999969482422,74.33999633789062,27.8799991607666,95.4000015258789,98.44000244140625,72.10284423828125,150.5399932861328,130.4499969482422,138.4225616455078,31.690000534057617,107.41000366210938,58.91999816894531,45.04999923706055,123.5199966430664,162.88999938964844,49.56106948852539,54.349998474121094,61.86000061035156,61.353050231933594,27.552181243896484,81.33999633789062,114.68000030517578,124.9000015258789,72.37000274658203,53.209999084472656,82.0999984741211,67.98999786376953,82.87000274658203
20160317,26.450000762939453,60.08000183105469,130.6999969482422,75.9000015258789,28.190000534057617,96.88999938964844,99.5999984741211,73.15606689453125,152.91000366210938,130.8800048828125,140.5736083984375,31.979999542236328,106.73999786376953,58.75,45.77000045776367,123.16000366210938,163.75,49.16984558105469,54.65999984741211,63.18000030517578,62.20264434814453,27.836811065673828,82.75,115.83000183105469,124.52999877929688,73.13999938964844,53.630001068115234,83.30000305175781,67.44999694824219,84.0999984741211
20160318,26.479999542236328,61.220001220703125,133.9600067138672,75.47000122070312,28.329999923706055,97.69000244140625,99.19999694824219,73.52611541748047,157.60000610351562,131.35000610351562,140.6214141845703,32.68000030517578,107.5,60.47999954223633,45.599998474121094,124.08000183105469,165.3300018310547,49.856868743896484,53.4900016784668,62.9900016784668,62.334800720214844,27.94117546081543,83.1500015258789,115.76000213623047,126.72000122070312,73.77999877929688,53.2400016784668,83.94000244140625,66.94999694824219,84.19999694824219
20160321,26.477500915527344,61.209999084472656,135.86000061035156,75.88999938964844,28.190000534057617,96.44000244140625,98.45999908447266,73.3553237915039,156.2899932861328,131.00999450683594,142.09368896484375,32.34000015258789,107.27999877929688,60.459999084472656,45.66999816894531,123.80999755859375,164.83999633789062,50.38167953491211,53.86000061035156,64.72000122070312,62.41032028198242,28.52941131591797,83.31999969482422,116.02999877929688,126.73999786376953,73.7699966430664,53.439998626708984,83.55000305175781,67.97000122070312,83.62000274658203
20160322,26.68000030517578,60.61000061035156,135.1199951171875,75.55000305175781,28.280000686645508,95.5,97.58000183105469,72.94257354736328,154.1999969482422,130.58999633789062,141.58700561523438,32.31999969482422,107.37999725341797,60.2400016784668,45.5,123.81999969482422,164.91000366210938,50.60114669799805,54.06999969482422,64.9000015258789,62.08936309814453,28.823528289794922,82.73999786376953,116.05999755859375,128.02000427246094,72.95999908447266,53.209999084472656,82.80000305175781,67.87000274658203,84.12000274658203
20160323,26.532499313354492,60.630001068115234,132.86000061035156,73.68000030517578,27.829999923706055,93.58999633789062,96.83000183105469,72.84294891357422,154.0800018310547,130.22000122070312,139.0057373046875,32.0,108.5,59.939998626708984,45.459999084472656,124.19000244140625,164.27000427246094,50.64885330200195,53.970001220703125,62.439998626708984,62.372562408447266,28.643264770507812,82.81999969482422,115.88999938964844,129.7899932861328,73.91000366210938,52.90999984741211,82.33999633789062,67.45999908447266,83.75
20160324,26.417499542236328,60.470001220703125,132.1199951171875,75.29000091552734,27.959999084472656,94.8499984741211,97.22000122070312,73.04220581054688,153.0,130.4600067138672,141.44358825683594,31.8799991607666,108.30999755859375,59.47999954223633,45.58000183105469,123.29000091552734,164.4600067138672,50.639312744140625,54.209999084472656,61.650001525878906,62.341094970703125,28.538898468017578,82.88999938964844,115.38999938964844,128.58999633789062,74.13999938964844,53.560001373291016,82.33000183105469,68.0,83.9800033569336
20160328,26.297500610351562,60.279998779296875,131.2899932861328,75.31999969482422,27.899999618530273,94.68000030517578,98.08999633789062,73.3837890625,153.83999633789062,131.0800018310547,141.87380981445312,31.899999618530273,108.2300033569336,59.400001525878906,45.79999923706055,123.16999816894531,166.27999877929688,50.41030502319336,53.540000915527344,61.34000015258789,62.24669647216797,28.254268646240234,82.62000274658203,116.25,128.9199981689453,74.08000183105469,53.400001525878906,82.79000091552734,68.12000274658203,84.22000122070312
20160329,26.920000076293945,60.599998474121094,130.8800048828125,76.01000213623047,28.100000381469727,95.31999969482422,98.16000366210938,72.75755310058594,155.02999877929688,132.47000122070312,142.76290893554688,32.380001068115234,109.13999938964844,59.029998779296875,46.47999954223633,123.97000122070312,164.38999938964844,50.877864837646484,54.709999084472656,61.4900016784668,63.008182525634766,28.510435104370117,82.80000305175781,116.41000366210938,129.8300018310547,75.37999725341797,54.04999923706055,83.0199966430664,68.02999877929688,84.52999877929688
20160330,27.389999389648438,60.290000915527344,128.5800018310547,76.51000213623047,28.459999084472656,95.25,98.91000366210938,73.26992797851562,156.5,133.4199981689453,141.88336181640625,32.709999084472656,108.9800033569336,59.709999084472656,46.58000183105469,125.83000183105469,166.75,50.78244400024414,55.04999923706055,62.040000915527344,63.08999252319336,28.52941131591797,82.68000030517578,117.43000030517578,129.67999267578125,76.77999877929688,54.040000915527344,83.62999725341797,68.80000305175781,84.5199966430664
20160331,27.247499465942383,61.400001525878906,126.94000244140625,76.54000091552734,28.469999313354492,95.4000015258789,99.30999755859375,72.38749694824219,156.97999572753906,133.42999267578125,144.7896728515625,32.349998474121094,108.19999694824219,59.220001220703125,46.38999938964844,125.68000030517578,166.6300048828125,50.48664093017578,55.22999954223633,61.470001220703125,62.9955940246582,28.121442794799805,82.30999755859375,116.70999908447266,128.89999389648438,76.4800033569336,54.08000183105469,84.23999786376953,68.48999786376953,83.58999633789062
20160401,27.497499465942383,61.099998474121094,126.95999908447266,76.79000091552734,28.690000534057617,94.26000213623047,99.06999969482422,72.78601837158203,159.82000732421875,134.85000610351562,145.8126220703125,32.45000076293945,109.19000244140625,59.869998931884766,46.83000183105469,127.0199966430664,167.52999877929688,51.24045944213867,55.56999969482422,61.59000015258789,62.913780212402344,28.50094985961914,83.52999877929688,117.4000015258789,129.9199981689453,77.58999633789062,54.0099983215332,86.69999694824219,69.05999755859375,82.95999908447266
20160404,27.780000686645508,60.619998931884766,126.33999633789062,75.72000122070312,28.139999389648438,93.43000030517578,98.68000030517578,72.68638610839844,157.77000427246094,134.85000610351562,145.38241577148438,32.0,108.58999633789062,59.20000076293945,46.88999938964844,127.56999969482422,166.39999389648438,51.90839767456055,55.43000030517578,59.970001220703125,63.10258102416992,29.14611053466797,83.20999908447266,117.55999755859375,129.49000549316406,77.83000183105469,54.41999816894531,86.30999755859375,69.0999984741211,83.16000366210938
